year,round,name,code,lap_time_std_avg_last_5,first_pit_lap_avg_last_5
2018.0,2.0,Bahrain Grand Prix,GAS,4.081027272950298,
2018.0,2.0,Bahrain Grand Prix,MAG,3.86403246543548,
2018.0,2.0,Bahrain Grand Prix,ERI,5.411143566751857,
2018.0,2.0,Bahrain Grand Prix,GRO,4.16425823987968,
